,,,,,,,,,,,,,,,,,,
Stats,,,,,,,,,,Confusion Matrix,,,,,Predicted,,,
6760,0,0.796780029143892,42,0.4%,855.5%,0.4%,24,1.2%,,,,,,,,,,
314,0,0.796347334666724,43,0.4%,875.9%,0.4%,24,1.2%,,,,,,,,,,
2191,1,0.795153889643851,44,0.4%,896.3%,0.4%,25,1.2%,,,,,,,,,,
3992,1,0.794944022137405,45,0.4%,916.6%,0.4%,26,1.3%,,,,,,,,,,
7734,1,0.794517633802847,46,0.5%,937.0%,0.5%,27,1.3%,,,,,,,,,,
4932,0,0.793286067620807,47,0.5%,957.4%,0.5%,27,1.3%,,,,,,,,,,
7637,1,0.792573265861633,48,0.5%,977.8%,0.5%,28,1.4%,,,,,,,,,,
3111,1,0.790208151535202,49,0.5%,998.1%,0.5%,29,1.4%,,,,,,,,,,
3941,1,0.789776719172003,50,0.5%,1018.5%,0.5%,30,1.5%,,,,,,,,,,
1159,1,0.786154908304951,51,0.5%,1038.9%,0.5%,31,1.5%,,,,,,,,,,
1791,0,0.78614403790775,52,0.5%,1059.2%,0.5%,31,1.5%,,,,,,,,,,
777,1,0.785769492885557,53,0.5%,1079.6%,0.5%,32,1.6%,,,,,,,,,,
7259,1,0.785672883409649,54,0.5%,1100.0%,0.5%,33,1.6%,,,,,,,,,,
3647,1,0.784250197116047,55,0.5%,1120.4%,0.5%,34,1.7%,,,,,,,,,,
2351,1,0.781087663559408,56,0.6%,1140.7%,0.6%,35,1.7%,,,,,,,,,,
8099,1,0.781016684668382,57,0.6%,1161.1%,0.6%,36,1.8%,,,,,,,,,,
1411,1,0.779682084557823,58,0.6%,1181.5%,0.6%,37,1.8%,,,,,,,,,,
9011,1,0.77678676727797,59,0.6%,1201.8%,0.6%,38,1.9%,,,,,,,,,,
6813,1,0.775208898757049,60,0.6%,1222.2%,0.6%,39,1.9%,,,,,,,,,,
400,1,0.77505455884557,61,0.6%,1242.6%,0.6%,40,2.0%,,,,,,,,,,
599,1,0.773364131803208,62,0.6%,1262.9%,0.6%,41,2.0%,,,,,,,,,,
1428,1,0.772340183414111,63,0.6%,1283.3%,0.6%,42,2.1%,,,,,,,,,,
6582,1,0.772192302847763,64,0.6%,1303.7%,0.6%,43,2.1%,,,,,,,,,,
7437,1,0.771863504776029,65,0.7%,1324.1%,0.7%,44,2.2%,,,,,,,,,,
2116,1,0.769565718533793,66,0.7%,1344.4%,0.7%,45,2.2%,,,,,,,,,,
2169,1,0.765625006694194,67,0.7%,1364.8%,0.7%,46,2.3%,,,,,,,,,,
2773,0,0.765079719108531,68,0.7%,1385.2%,0.7%,46,2.3%,,,,,,,,,,
2107,1,0.762857205997068,69,0.7%,1405.5%,0.7%,47,2.3%,,,,,,,,,,
3383,0,0.761416540011059,70,0.7%,1425.9%,0.7%,47,2.3%,,,,,,,,,,
2496,1,0.759076860736422,71,0.7%,1446.3%,0.7%,48,2.4%,,,,,,,,,,
5021,1,0.755442882307774,72,0.7%,1466.6%,0.7%,49,2.4%,,,,,,,,,,
2615,1,0.755201129519063,73,0.7%,1487.0%,0.7%,50,2.5%,,,,,,,,,,
6319,1,0.754740445039191,74,0.7%,1507.4%,0.7%,51,2.5%,,,,,,,,,,
6198,1,0.754733829062105,75,0.8%,1527.8%,0.8%,52,2.6%,,,,,,,,,,
1254,0,0.753934403359102,76,0.8%,1548.1%,0.8%,52,2.6%,,,,,,,,,,
5790,1,0.753786015200721,77,0.8%,1568.5%,0.8%,53,2.6%,,,,,,,,,,
1743,1,0.753529545493901,78,0.8%,1588.9%,0.8%,54,2.7%,,,,,,,,,,
4265,1,0.752670249576262,79,0.8%,1609.2%,0.8%,55,2.7%,,,,,,,,,,
4471,1,0.752486736022236,80,0.8%,1629.6%,0.8%,56,2.7%,,,,,,,,,,
8712,0,0.749593214045196,81,0.8%,1650.0%,0.8%,56,2.7%,,,,,,,,,,
2521,1,0.744706812640628,82,0.8%,1670.3%,0.8%,57,2.8%,,,,,,,,,,
6277,1,0.744328689221399,83,0.8%,1690.7%,0.8%,58,2.8%,,,,,,,,,,
9672,0,0.74431433772468,84,0.8%,1711.1%,0.8%,58,2.8%,,,,,,,,,,
180,1,0.743794049108296,85,0.9%,1731.4%,0.9%,59,2.9%,,,,,,,,,,
3886,1,0.742295429280595,86,0.9%,1751.8%,0.9%,60,2.9%,,,,,,,,,,
2155,1,0.742099646960933,87,0.9%,1772.2%,0.9%,61,3.0%,,,,,,,,,,
2916,1,0.741201222893763,88,0.9%,1792.6%,0.9%,62,3.0%,,,,,,,,,,
632,1,0.740957162493724,89,0.9%,1812.9%,0.9%,63,3.1%,,,,,,,,,,
3498,1,0.73845658756318,90,0.9%,1833.3%,0.9%,64,3.1%,,,,,,,,,,
9880,1,0.736698540014992,91,0.9%,1853.7%,0.9%,65,3.2%,,,,,,,,,,
4733,1,0.735469792695171,92,0.9%,1874.0%,0.9%,66,3.2%,,,,,,,,,,
5958,0,0.73529847423897,93,0.9%,1894.4%,0.9%,66,3.2%,,,,,,,,,,
7064,0,0.735143913053897,94,0.9%,1914.8%,0.9%,66,3.2%,,,,,,,,,,
8222,1,0.733491184213948,95,1.0%,1935.2%,1.0%,67,3.3%,,,,,,,,,,
8218,0,0.731799081248757,96,1.0%,1955.5%,1.0%,67,3.3%,,,,,,,,,,
7058,0,0.73149227603203,97,1.0%,1975.9%,1.0%,67,3.3%,,,,,,,,,,
7809,1,0.731470716797038,98,1.0%,1996.3%,1.0%,68,3.3%,,,,,,,,,,
5291,1,0.730932809775017,99,1.0%,2016.6%,1.0%,69,3.4%,,,,,,,,,,
8769,1,0.730355967046528,100,1.0%,2037.0%,1.0%,70,3.4%,,,,,,,,,,
6576,1,0.727337912922368,101,1.0%,2057.4%,1.0%,71,3.5%,,,,,,,,,,
4014,1,0.727271809514633,102,1.0%,2077.7%,1.0%,72,3.5%,,,,,,,,,,
9207,1,0.726613748005642,103,1.0%,2098.1%,1.0%,73,3.6%,,,,,,,,,,
7214,1,0.726352898977399,104,1.0%,2118.5%,1.0%,74,3.6%,,,,,,,,,,
3560,1,0.726091221215926,105,1.1%,2138.9%,1.1%,75,3.7%,,,,,,,,,,
4381,1,0.725566735755949,106,1.1%,2159.2%,1.1%,76,3.7%,,,,,,,,,,
5069,0,0.725250558865093,107,1.1%,2179.6%,1.1%,76,3.7%,,,,,,,,,,
3207,1,0.722684812451666,108,1.1%,2200.0%,1.1%,77,3.8%,,,,,,,,,,
9439,1,0.722587711943059,109,1.1%,2220.3%,1.1%,78,3.8%,,,,,,,,,,
5369,1,0.721024790496358,110,1.1%,2240.7%,1.1%,79,3.9%,,,,,,,,,,
4171,0,0.72016945860081,111,1.1%,2261.1%,1.1%,79,3.9%,,,,,,,,,,
5607,1,0.718621037430475,112,1.1%,2281.4%,1.1%,80,3.9%,,,,,,,,,,
9479,1,0.713580692114741,113,1.1%,2301.8%,1.1%,81,4.0%,,,,,,,,,,
7143,1,0.712993322468537,114,1.1%,2322.2%,1.1%,82,4.0%,,,,,,,,,,
4887,0,0.712948076892887,115,1.2%,2342.6%,1.2%,82,4.0%,,,,,,,,,,
4591,0,0.712890877938932,116,1.2%,2362.9%,1.2%,82,4.0%,,,,,,,,,,
59,1,0.712177833309923,117,1.2%,2383.3%,1.2%,83,4.1%,,,,,,,,,,
7801,1,0.712029207908623,118,1.2%,2403.7%,1.2%,84,4.1%,,,,,,,,,,
3899,1,0.709838080431253,119,1.2%,2424.0%,1.2%,85,4.2%,,,,,,,,,,
4524,0,0.706153345615591,120,1.2%,2444.4%,1.2%,85,4.2%,,,,,,,,,,
5951,1,0.706148615224274,121,1.2%,2464.8%,1.2%,86,4.2%,,,,,,,,,,
5133,0,0.705822371549917,122,1.2%,2485.1%,1.2%,86,4.2%,,,,,,,,,,
9334,0,0.7052490010407,123,1.2%,2505.5%,1.2%,86,4.2%,,,,,,,,,,
5684,1,0.704026315586332,124,1.2%,2525.9%,1.2%,87,4.3%,,,,,,,,,,
6722,0,0.703988737591218,125,1.3%,2546.3%,1.3%,87,4.3%,,,,,,,,,,
4154,1,0.703712631037758,126,1.3%,2566.6%,1.3%,88,4.3%,,,,,,,,,,
2275,1,0.703586225763648,127,1.3%,2587.0%,1.3%,89,4.4%,,,,,,,,,,
7139,1,0.702640930745174,128,1.3%,2607.4%,1.3%,90,4.4%,,,,,,,,,,
2455,1,0.701638896934032,129,1.3%,2627.7%,1.3%,91,4.5%,,,,,,,,,,
7827,1,0.701151100679778,130,1.3%,2648.1%,1.3%,92,4.5%,,,,,,,,,,
7804,0,0.700905197835721,131,1.3%,2668.5%,1.3%,92,4.5%,,,,,,,,,,
17,1,0.700780182262252,132,1.3%,2688.8%,1.3%,93,4.6%,,,,,,,,,,
3692,0,0.699931112374523,133,1.3%,2709.2%,1.3%,93,4.6%,,,,,,,,,,
889,0,0.699604298493908,134,1.3%,2729.6%,1.3%,93,4.6%,,,,,,,,,,
1115,1,0.69902339239035,135,1.4%,2750.0%,1.4%,94,4.6%,,,,,,,,,,
4660,0,0.698845591794245,136,1.4%,2770.3%,1.4%,94,4.6%,,,,,,,,,,
3230,1,0.698642211232578,137,1.4%,2790.7%,1.4%,95,4.7%,,,,,,,,,,
8364,1,0.698499948159185,138,1.4%,2811.1%,1.4%,96,4.7%,,,,,,,,,,
3034,0,0.697220574927295,139,1.4%,2831.4%,1.4%,96,4.7%,,,,,,,,,,
4644,1,0.696129963736393,140,1.4%,2851.8%,1.4%,97,4.8%,,,,,,,,,,
6912,1,0.696073378958634,141,1.4%,2872.2%,1.4%,98,4.8%,,,,,,,,,,
3097,1,0.696008497666635,142,1.4%,2892.5%,1.4%,99,4.9%,,,,,,,,,,
1934,0,0.695657820910883,143,1.4%,2912.9%,1.4%,99,4.9%,,,,,,,,,,
2109,0,0.695418278382772,144,1.4%,2933.3%,1.4%,99,4.9%,,,,,,,,,,
2660,1,0.694995629718225,145,1.5%,2953.7%,1.5%,100,4.9%,,,,,,,,,,
8299,1,0.693762293561908,146,1.5%,2974.0%,1.5%,101,5.0%,,,,,,,,,,
610,0,0.693722005249757,147,1.5%,2994.4%,1.5%,101,5.0%,,,,,,,,,,
7318,1,0.693050873633336,148,1.5%,3014.8%,1.5%,102,5.0%,,,,,,,,,,
7599,1,0.692782752293296,149,1.5%,3035.1%,1.5%,103,5.1%,,,,,,,,,,
6744,1,0.692002680123347,150,1.5%,3055.5%,1.5%,104,5.1%,,,,,,,,,,
953,0,0.6913274370384,151,1.5%,3075.9%,1.5%,104,5.1%,,,,,,,,,,
3379,0,0.690473119144343,152,1.5%,3096.2%,1.5%,104,5.1%,,,,,,,,,,
767,0,0.690376079978045,153,1.5%,3116.6%,1.5%,104,5.1%,,,,,,,,,,
8863,1,0.690053114649273,154,1.5%,3137.0%,1.5%,105,5.2%,,,,,,,,,,
8394,1,0.688790935048877,155,1.6%,3157.4%,1.6%,106,5.2%,,,,,,,,,,
5256,1,0.688764587806226,156,1.6%,3177.7%,1.6%,107,5.3%,,,,,,,,,,
2880,1,0.687970712186783,157,1.6%,3198.1%,1.6%,108,5.3%,,,,,,,,,,
3120,1,0.687768292086244,158,1.6%,3218.5%,1.6%,109,5.4%,,,,,,,,,,
1647,1,0.687452635890613,159,1.6%,3238.8%,1.6%,110,5.4%,,,,,,,,,,
3720,1,0.686964474424114,160,1.6%,3259.2%,1.6%,111,5.4%,,,,,,,,,,
1658,1,0.686434231056811,161,1.6%,3279.6%,1.6%,112,5.5%,,,,,,,,,,
8924,1,0.685497659807274,162,1.6%,3299.9%,1.6%,113,5.5%,,,,,,,,,,
9578,1,0.685295129245297,163,1.6%,3320.3%,1.6%,114,5.6%,,,,,,,,,,
7768,1,0.685264291477821,164,1.6%,3340.7%,1.6%,115,5.6%,,,,,,,,,,
6730,1,0.68507960728891,165,1.7%,3361.1%,1.7%,116,5.7%,,,,,,,,,,
585,1,0.684628060377135,166,1.7%,3381.4%,1.7%,117,5.7%,,,,,,,,,,
4257,0,0.684375145745824,167,1.7%,3401.8%,1.7%,117,5.7%,,,,,,,,,,
6832,1,0.682721675066737,168,1.7%,3422.2%,1.7%,118,5.8%,,,,,,,,,,
6710,1,0.682409303161711,169,1.7%,3442.5%,1.7%,119,5.8%,,,,,,,,,,
8604,1,0.681931438841945,170,1.7%,3462.9%,1.7%,120,5.9%,,,,,,,,,,
9042,0,0.681903963321099,171,1.7%,3483.3%,1.7%,120,5.9%,,,,,,,,,,
4314,0,0.681416430705453,172,1.7%,3503.6%,1.7%,120,5.9%,,,,,,,,,,
9694,1,0.680810367425765,173,1.7%,3524.0%,1.7%,121,5.9%,,,,,,,,,,
9833,1,0.680129585147876,174,1.7%,3544.4%,1.7%,122,6.0%,,,,,,,,,,
9647,1,0.679778850935327,175,1.8%,3564.8%,1.8%,123,6.0%,,,,,,,,,,
8476,1,0.679742213218063,176,1.8%,3585.1%,1.8%,124,6.1%,,,,,,,,,,
4185,1,0.679433800350226,177,1.8%,3605.5%,1.8%,125,6.1%,,,,,,,,,,
128,1,0.677843010881393,178,1.8%,3625.9%,1.8%,126,6.2%,,,,,,,,,,
3557,1,0.677392785673548,179,1.8%,3646.2%,1.8%,127,6.2%,,,,,,,,,,
6376,1,0.676125461245441,180,1.8%,3666.6%,1.8%,128,6.3%,,,,,,,,,,
6520,1,0.675501295393782,181,1.8%,3687.0%,1.8%,129,6.3%,,,,,,,,,,
4367,0,0.675204754515594,182,1.8%,3707.3%,1.8%,129,6.3%,,,,,,,,,,
3146,1,0.675083875031739,183,1.8%,3727.7%,1.8%,130,6.4%,,,,,,,,,,
3794,1,0.67504750519946,184,1.8%,3748.1%,1.8%,131,6.4%,,,,,,,,,,
7273,0,0.674815968287032,185,1.8%,3768.5%,1.8%,131,6.4%,,,,,,,,,,
768,1,0.673713013048497,186,1.9%,3788.8%,1.9%,132,6.5%,,,,,,,,,,
857,1,0.672362843771666,187,1.9%,3809.2%,1.9%,133,6.5%,,,,,,,,,,
5406,0,0.672116181090227,188,1.9%,3829.6%,1.9%,133,6.5%,,,,,,,,,,
6367,0,0.671714999629299,189,1.9%,3849.9%,1.9%,133,6.5%,,,,,,,,,,
8216,1,0.67149168029773,190,1.9%,3870.3%,1.9%,134,6.6%,,,,,,,,,,
4645,0,0.671274872247095,191,1.9%,3890.7%,1.9%,134,6.6%,,,,,,,,,,
2040,0,0.670657407329591,192,1.9%,3911.0%,1.9%,134,6.6%,,,,,,,,,,
5824,1,0.670632882507194,193,1.9%,3931.4%,1.9%,135,6.6%,,,,,,,,,,
2459,0,0.670457355710654,194,1.9%,3951.8%,1.9%,135,6.6%,,,,,,,,,,
4198,1,0.6697874961965,195,2.0%,3972.2%,2.0%,136,6.7%,,,,,,,,,,
7534,1,0.669181538889834,196,2.0%,3992.5%,2.0%,137,6.7%,,,,,,,,,,
6562,1,0.668947476431526,197,2.0%,4012.9%,2.0%,138,6.8%,,,,,,,,,,
5702,1,0.666891659329304,198,2.0%,4033.3%,2.0%,139,6.8%,,,,,,,,,,
2926,0,0.666686061086093,199,2.0%,4053.6%,2.0%,139,6.8%,,,,,,,,,,
6316,1,0.666449502492823,200,2.0%,4074.0%,2.0%,140,6.9%,,,,,,,,,,
5001,0,0.66457584611661,201,2.0%,4094.4%,2.0%,140,6.9%,,,,,,,,,,
7160,1,0.664537657725977,202,2.0%,4114.7%,2.0%,141,6.9%,,,,,,,,,,
4893,1,0.663932025816215,203,2.0%,4135.1%,2.0%,142,7.0%,,,,,,,,,,
529,1,0.66336995151515,204,2.0%,4155.5%,2.0%,143,7.0%,,,,,,,,,,
1439,1,0.661952463813703,205,2.1%,4175.8%,2.1%,144,7.1%,,,,,,,,,,
2733,1,0.660450354151389,206,2.1%,4196.2%,2.1%,145,7.1%,,,,,,,,,,
7605,1,0.659770447986748,207,2.1%,4216.6%,2.1%,146,7.2%,,,,,,,,,,
8055,1,0.659583642064953,208,2.1%,4237.0%,2.1%,147,7.2%,,,,,,,,,,
6971,0,0.659433105715531,209,2.1%,4257.3%,2.1%,147,7.2%,,,,,,,,,,
9081,0,0.658874638208816,210,2.1%,4277.7%,2.1%,147,7.2%,,,,,,,,,,
7773,1,0.658829881812184,211,2.1%,4298.1%,2.1%,148,7.3%,,,,,,,,,,
311,0,0.658631906221565,212,2.1%,4318.4%,2.1%,148,7.3%,,,,,,,,,,
8039,0,0.65855614122774,213,2.1%,4338.8%,2.1%,148,7.3%,,,,,,,,,,
4833,0,0.658260343603469,214,2.1%,4359.2%,2.1%,148,7.3%,,,,,,,,,,
3828,1,0.656493825917946,215,2.2%,4379.5%,2.2%,149,7.3%,,,,,,,,,,
2277,1,0.656374383080832,216,2.2%,4399.9%,2.2%,150,7.4%,,,,,,,,,,
9103,0,0.656004802565383,217,2.2%,4420.3%,2.2%,150,7.4%,,,,,,,,,,
7081,1,0.655633534894551,218,2.2%,4440.7%,2.2%,151,7.4%,,,,,,,,,,
7527,0,0.65562825107006,219,2.2%,4461.0%,2.2%,151,7.4%,,,,,,,,,,
1929,1,0.655451805013098,220,2.2%,4481.4%,2.2%,152,7.5%,,,,,,,,,,
8485,1,0.653048709121848,221,2.2%,4501.8%,2.2%,153,7.5%,,,,,,,,,,
253,0,0.652147811966681,222,2.2%,4522.1%,2.2%,153,7.5%,,,,,,,,,,
6872,1,0.652047016843925,223,2.2%,4542.5%,2.2%,154,7.6%,,,,,,,,,,
2345,1,0.651223627079907,224,2.2%,4562.9%,2.2%,155,7.6%,,,,,,,,,,
5652,0,0.650937854214752,225,2.3%,4583.3%,2.3%,155,7.6%,,,,,,,,,,
2221,0,0.650422123731274,226,2.3%,4603.6%,2.3%,155,7.6%,,,,,,,,,,
9219,1,0.649736639588215,227,2.3%,4624.0%,2.3%,156,7.7%,,,,,,,,,,
1193,1,0.64924903055197,228,2.3%,4644.4%,2.3%,157,7.7%,,,,,,,,,,
3181,1,0.6484206976898,229,2.3%,4664.7%,2.3%,158,7.8%,,,,,,,,,,
7035,1,0.648163135874098,230,2.3%,4685.1%,2.3%,159,7.8%,,,,,,,,,,
2095,0,0.647713504087141,231,2.3%,4705.5%,2.3%,159,7.8%,,,,,,,,,,
4224,1,0.647352198990052,232,2.3%,4725.8%,2.3%,160,7.9%,,,,,,,,,,
5116,1,0.647257235416705,233,2.3%,4746.2%,2.3%,161,7.9%,,,,,,,,,,
9784,0,0.647181672813779,234,2.3%,4766.6%,2.3%,161,7.9%,,,,,,,,,,
5389,1,0.646841223477023,235,2.4%,4787.0%,2.4%,162,8.0%,,,,,,,,,,
5511,1,0.646194860846636,236,2.4%,4807.3%,2.4%,163,8.0%,,,,,,,,,,
1329,1,0.645170432305793,237,2.4%,4827.7%,2.4%,164,8.1%,,,,,,,,,,
8763,1,0.644416963698051,238,2.4%,4848.1%,2.4%,165,8.1%,,,,,,,,,,
7303,0,0.64342858652526,239,2.4%,4868.4%,2.4%,165,8.1%,,,,,,,,,,
5943,1,0.643267188406861,240,2.4%,4888.8%,2.4%,166,8.1%,,,,,,,,,,
3617,1,0.643093164543261,241,2.4%,4909.2%,2.4%,167,8.2%,,,,,,,,,,
7720,0,0.64301597531772,242,2.4%,4929.5%,2.4%,167,8.2%,,,,,,,,,,
8911,1,0.642758858107375,243,2.4%,4949.9%,2.4%,168,8.2%,,,,,,,,,,
4143,1,0.642701202127959,244,2.4%,4970.3%,2.4%,169,8.3%,,,,,,,,,,
6304,1,0.642487088551663,245,2.5%,4990.7%,2.5%,170,8.3%,,,,,,,,,,
4850,0,0.64232216177663,246,2.5%,5011.0%,2.5%,170,8.3%,,,,,,,,,,
5834,1,0.642318414175262,247,2.5%,5031.4%,2.5%,171,8.4%,,,,,,,,,,
2136,1,0.64231138856181,248,2.5%,5051.8%,2.5%,172,8.4%,,,,,,,,,,
7634,1,0.64181982462085,249,2.5%,5072.1%,2.5%,173,8.5%,,,,,,,,,,
8353,1,0.641721413001977,250,2.5%,5092.5%,2.5%,174,8.5%,,,,,,,,,,
7329,1,0.64110409929376,251,2.5%,5112.9%,2.5%,175,8.6%,,,,,,,,,,
1994,1,0.641090598651633,252,2.5%,5133.2%,2.5%,176,8.6%,,,,,,,,,,
2348,1,0.64059885918705,253,2.5%,5153.6%,2.5%,177,8.7%,,,,,,,,,,
1123,1,0.640000380774292,254,2.5%,5174.0%,2.5%,178,8.7%,,,,,,,,,,
9039,1,0.639939463642634,255,2.6%,5194.4%,2.6%,179,8.8%,,,,,,,,,,
1599,1,0.639300059794832,256,2.6%,5214.7%,2.6%,180,8.8%,,,,,,,,,,
2595,1,0.638738997806551,257,2.6%,5235.1%,2.6%,181,8.9%,,,,,,,,,,
7704,0,0.638666293985547,258,2.6%,5255.5%,2.6%,181,8.9%,,,,,,,,,,
7159,1,0.638507088667151,259,2.6%,5275.8%,2.6%,182,8.9%,,,,,,,,,,
7267,1,0.637894282404565,260,2.6%,5296.2%,2.6%,183,9.0%,,,,,,,,,,
5300,0,0.637821613983242,261,2.6%,5316.6%,2.6%,183,9.0%,,,,,,,,,,
2434,0,0.637624879414039,262,2.6%,5336.9%,2.6%,183,9.0%,,,,,,,,,,
6059,1,0.637196708623867,263,2.6%,5357.3%,2.6%,184,9.0%,,,,,,,,,,
159,0,0.636505195398203,264,2.6%,5377.7%,2.6%,184,9.0%,,,,,,,,,,
9477,0,0.636263562471872,265,2.7%,5398.1%,2.7%,184,9.0%,,,,,,,,,,
2576,1,0.63602224527679,266,2.7%,5418.4%,2.7%,185,9.1%,,,,,,,,,,
3550,1,0.635744455971217,267,2.7%,5438.8%,2.7%,186,9.1%,,,,,,,,,,
8745,1,0.635685743569032,268,2.7%,5459.2%,2.7%,187,9.2%,,,,,,,,,,
4344,1,0.635617101968027,269,2.7%,5479.5%,2.7%,188,9.2%,,,,,,,,,,
7719,1,0.634612910873237,270,2.7%,5499.9%,2.7%,189,9.3%,,,,,,,,,,
2857,1,0.63299023544685,271,2.7%,5520.3%,2.7%,190,9.3%,,,,,,,,,,
4115,1,0.632832046519355,272,2.7%,5540.6%,2.7%,191,9.4%,,,,,,,,,,
8551,1,0.632828870534563,273,2.7%,5561.0%,2.7%,192,9.4%,,,,,,,,,,
9720,1,0.632502281575268,274,2.7%,5581.4%,2.7%,193,9.5%,,,,,,,,,,
9493,1,0.632428914648366,275,2.8%,5601.8%,2.8%,194,9.5%,,,,,,,,,,
2761,0,0.632346645375841,276,2.8%,5622.1%,2.8%,194,9.5%,,,,,,,,,,
5491,0,0.632190805698674,277,2.8%,5642.5%,2.8%,194,9.5%,,,,,,,,,,
671,0,0.63217920592865,278,2.8%,5662.9%,2.8%,194,9.5%,,,,,,,,,,
631,1,0.631278921879679,279,2.8%,5683.2%,2.8%,195,9.6%,,,,,,,,,,
852,1,0.631204568825779,280,2.8%,5703.6%,2.8%,196,9.6%,,,,,,,,,,
3611,1,0.6303727949233,281,2.8%,5724.0%,2.8%,197,9.7%,,,,,,,,,,
1166,0,0.629512010492692,282,2.8%,5744.3%,2.8%,197,9.7%,,,,,,,,,,
6507,1,0.629430394939979,283,2.8%,5764.7%,2.8%,198,9.7%,,,,,,,,,,
7085,1,0.628966176968507,284,2.8%,5785.1%,2.8%,199,9.8%,,,,,,,,,,
2439,1,0.628908511018154,285,2.9%,5805.5%,2.9%,200,9.8%,,,,,,,,,,
6233,1,0.627828571297253,286,2.9%,5825.8%,2.9%,201,9.9%,,,,,,,,,,
